120,397076.675701,5374024.658952
122,397085.675701,5374603.658952
123,397088.675701,5373112.658952
124,397088.675701,5373133.658952
125,397091.675701,5373109.658952
127,397103.675701,5373388.658952
128,397103.675701,5374579.658952
129,397106.675701,5372968.658952
130,397112.675701,5373190.658952
131,397121.675701,5374180.658952
132,397127.675701,5373379.658952
133,397127.675701,5374645.658952
134,397130.675701,5372911.658952
135,397133.675701,5373571.658952
136,397154.675701,5373244.658952
138,397166.675701,5374666.658952
139,397169.675701,5372884.658952
140,397181.675701,5373301.658952
141,397184.675701,5373415.658952
142,397190.675701,5374081.658952
145,397196.675701,5374087.658952
146,397211.675701,5374336.658952
147,397214.675701,5372884.658952
148,397223.675701,5373979.658952
149,397223.675701,5374012.658952
150,397226.675701,5373418.658952
151,397229.675701,5373352.658952
153,397235.675701,5373640.658952
154,397238.675701,5374108.658952
155,397244.675701,5374297.658952
156,397256.675701,5372266.658952
157,397256.675701,5372308.658952
158,397259.675701,5372905.658952
159,397265.675701,5372527.658952
160,397265.675701,5372575.658952
163,397274.675701,5374138.658952
164,397274.675701,5374318.658952
165,397286.675701,5372668.658952
166,397289.675701,5371969.658952
167,397289.675701,5373628.658952
168,397292.675701,5373550.658952
169,397292.675701,5373850.658952
170,397295.675701,5372890.658952
171,397304.675701,5373478.658952
172,397307.675701,5371885.658952
173,397313.675701,5373502.658952
174,397316.675701,5372392.658952
175,397316.675701,5373757.658952
177,397325.675701,5371675.658952
178,397328.675701,5374159.658952
180,397334.675701,5371654.658952
181,397337.675701,5374327.658952
183,397340.675701,5374294.658952
184,397346.675701,5373427.658952
186,397349.675701,5371645.658952
188,397358.675701,5373703.658952
189,397370.675701,5374261.658952
190,397379.675701,5374663.658952
191,397385.675701,5373535.658952
192,397385.675701,5373847.658952
193,397388.675701,5372392.658952
194,397388.675701,5373727.658952
195,397391.675701,5373307.658952
196,397394.675701,5373811.658952
197,397397.675701,5374210.658952
198,397397.675701,5375152.658952
199,397412.675701,5373535.658952
200,397415.675701,5372401.658952
202,397427.675701,5373766.658952
203,397430.675701,5374399.658952
204,397439.675701,5373274.658952
205,397445.675701,5373508.658952
206,397448.675701,5373649.658952
207,397454.675701,5373877.658952
209,397460.675701,5374207.658952
210,397466.675701,5374414.658952
211,397472.675701,5373508.658952
212,397475.675701,5373583.658952
213,397478.675701,5373592.658952
214,397478.675701,5373820.658952
215,397481.675701,5375206.658952
216,397487.675701,5372977.658952
217,397496.675701,5374027.658952
218,397499.675701,5373556.658952
219,397505.675701,5374420.658952
220,397508.675701,5373526.658952
221,397514.675701,5374645.658952
222,397520.675701,5373838.658952
223,397526.675701,5373187.658952
224,397529.675701,5374090.658952
225,397535.675701,5373121.658952
226,397535.675701,5373493.658952
227,397544.675701,5372983.658952
228,397544.675701,5373166.658952
229,397556.675701,5373004.658952
230,397568.675701,5375239.658952
231,397571.675701,5372569.658952
232,397574.675701,5372932.658952
233,397589.675701,5375242.658952
234,397592.675701,5374261.658952
235,397604.675701,5374414.658952
236,397607.675701,5374996.658952
237,397613.675701,5375218.658952
238,397619.675701,5374210.658952
239,397625.675701,5374642.658952
240,397628.675701,5372650.658952
241,397628.675701,5374249.658952
242,397631.675701,5373151.658952
243,397631.675701,5373256.658952
244,397631.675701,5374234.658952
245,397637.675701,5374672.658952
246,397643.675701,5372623.658952
247,397643.675701,5373286.658952
248,397646.675701,5374615.658952
249,397670.675701,5373976.658952
250,397682.675701,5372623.658952
251,397682.675701,5374480.658952
252,397691.675701,5374432.658952
253,397703.675701,5374444.658952
254,397718.675701,5374336.658952
255,397721.675701,5374378.658952
256,397760.675701,5372653.658952
257,397763.675701,5374294.658952
258,397781.675701,5374240.658952
259,397790.675701,5372674.658952
260,397805.675701,5373157.658952
262,397808.675701,5374204.658952
263,397820.675701,5374516.658952
264,397847.675701,5374066.658952
265,397859.675701,5371684.658952
266,397862.675701,5372785.658952
267,397862.675701,5374063.658952
268,397868.675701,5373142.658952
269,397931.675701,5372857.658952
270,397931.675701,5373109.658952
271,397964.675701,5371705.658952
272,397967.675701,5373010.658952
273,398012.675701,5374102.658952
274,398045.675701,5374099.658952
275,398048.675701,5373172.658952
276,398063.675701,5374051.658952
277,398072.675701,5373406.658952
278,398072.675701,5373427.658952
279,398084.675701,5373445.658952
280,398099.675701,5374120.658952
281,398108.675701,5372263.658952
282,398108.675701,5372284.658952
283,398111.675701,5373331.658952
284,398123.675701,5372236.658952
285,398144.675701,5373205.658952
286,398147.675701,5373922.658952
287,398165.675701,5371768.658952
288,398165.675701,5372377.658952
289,398165.675701,5373262.658952
290,398171.675701,5373235.658952
291,398198.675701,5372143.658952
292,398201.675701,5374615.658952
293,398204.675701,5373838.658952
294,398234.675701,5373814.658952
295,398240.675701,5373535.658952
296,398246.675701,5374612.658952
297,398267.675701,5373820.658952
298,398273.675701,5373526.658952
299,398288.675701,5372482.658952
300,398294.675701,5374636.658952
301,398303.675701,5374345.658952
302,398306.675701,5372128.658952
303,398315.675701,5374360.658952
304,398315.675701,5374381.658952
305,398336.675701,5373469.658952
306,398339.675701,5374168.658952
307,398348.675701,5371798.658952
308,398360.675701,5374162.658952
309,398369.675701,5373475.658952
310,398384.675701,5371798.658952
311,398396.675701,5372128.658952
312,398399.675701,5374183.658952
313,398438.675701,5371774.658952
314,398453.675701,5373907.658952
315,398456.675701,5373922.658952
316,398480.675701,5373595.658952
317,398480.675701,5373868.658952
318,398480.675701,5374678.658952
319,398486.675701,5372101.658952
320,398534.675701,5373739.658952
321,398543.675701,5372065.658952
322,398546.675701,5373646.658952
323,398558.675701,5373646.658952
324,398561.675701,5373670.658952
325,398600.675701,5372011.658952
326,398621.675701,5373553.658952
327,398639.675701,5371879.658952
328,398660.675701,5372839.658952
329,398669.675701,5371903.658952
330,398693.675701,5372860.658952
331,398723.675701,5373073.658952
332,398723.675701,5373103.658952
333,398738.675701,5373046.658952
334,398744.675701,5373163.658952
335,398768.675701,5372860.658952
336,398783.675701,5374270.658952
337,398789.675701,5373241.658952
338,398795.675701,5372125.658952
339,398795.675701,5372992.658952
340,398816.675701,5372839.658952
341,398822.675701,5371978.658952
342,398846.675701,5372842.658952
343,398855.675701,5372005.658952
344,398858.675701,5372863.658952
345,398858.675701,5372905.658952
346,398864.675701,5373364.658952
347,398876.675701,5373340.658952
348,398879.675701,5372770.658952
349,398879.675701,5373184.658952
350,398879.675701,5373349.658952
351,398888.675701,5373067.658952
352,398897.675701,5372017.658952
353,398903.675701,5373301.658952
354,398915.675701,5372923.658952
355,398930.675701,5372977.658952
356,398933.675701,5372944.658952
357,398975.675701,5374306.658952
358,399014.675701,5372077.658952
359,399014.675701,5374300.658952
360,399020.675701,5372593.658952
361,399047.675701,5374138.658952
362,399047.675701,5374318.658952
363,399059.675701,5372446.658952
364,399083.675701,5372065.658952
365,399086.675701,5372476.658952
366,399101.675701,5372542.658952
367,399104.675701,5373982.658952
368,399128.675701,5372071.658952
369,399149.675701,5372560.658952
370,399158.675701,5372104.658952
371,399164.675701,5372533.658952
372,399170.675701,5372197.658952
373,399170.675701,5372587.658952
374,399179.675701,5372626.658952
375,399182.675701,5372221.658952
376,399191.675701,5372419.658952
377,399194.675701,5372836.658952
378,399212.675701,5372245.658952
379,399245.675701,5374351.658952
380,399257.675701,5372920.658952
381,399272.675701,5372266.658952
382,399275.675701,5372287.658952
383,399275.675701,5373808.658952
384,399278.675701,5372974.658952
385,399281.675701,5374342.658952
386,399296.675701,5373793.658952
387,399326.675701,5373802.658952
388,399335.675701,5374366.658952
389,399344.675701,5374075.658952
390,399356.675701,5373112.658952
391,399374.675701,5373316.658952
392,399377.675701,5373253.658952
393,399380.675701,5374369.658952
394,399386.675701,5373349.658952
395,399425.675701,5374357.658952
396,399464.675701,5374381.658952
397,399479.675701,5373919.658952
398,399485.675701,5373916.658952
399,399491.675701,5374123.658952
400,399518.675701,5373526.658952
401,399539.675701,5374393.658952
402,399557.675701,5373565.658952
403,399557.675701,5373838.658952
404,399557.675701,5374390.658952
405,399563.675701,5374030.658952
406,399566.675701,5373988.658952
407,399572.675701,5374006.658952
408,399575.675701,5374372.658952
409,399602.675701,5374312.658952
410,399644.675701,5374165.658952
411,399650.675701,5373631.658952
412,399671.675701,5373706.658952
413,399686.675701,5373670.658952
414,399752.675701,5373949.658952
415,399770.675701,5373967.658952
416,399773.675701,5373988.658952
